Id,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,YrSold,SalePrice
1352,9247,6,1962,1962,319,539,858,1716,1,4,1,8,1,2,2008,171000
1353,6000,6,1937,2000,0,698,698,1176,1,2,1,4,0,2,2009,134900
1354,14720,8,1995,1996,816,1217,2033,3238,2,4,1,9,1,3,2010,410000
1355,10316,7,2000,2000,735,257,992,1865,2,3,1,7,1,3,2008,235000
1356,10192,7,1968,1992,0,570,570,1920,3,4,1,8,1,2,2006,170000
1357,9477,5,1966,1966,340,524,864,892,1,3,1,5,0,1,2008,110000
1358,12537,5,1971,2008,734,344,1078,1078,1,3,1,6,1,2,2010,149900
1359,2117,6,2000,2000,378,378,756,1573,2,3,1,5,0,2,2010,177500
1360,16737,9,2004,2005,1447,533,1980,1980,2,3,1,8,1,3,2006,315000
1361,9842,5,1921,1998,0,612,612,2601,3,4,1,8,0,2,2008,189000
1362,16158,7,2005,2005,1274,256,1530,1530,2,3,1,7,1,2,2009,260000
1363,12513,4,1920,2007,0,715,715,1738,2,4,1,7,1,1,2009,104900
1364,8499,6,2006,2007,0,616,616,1412,2,3,1,6,1,2,2007,156932
1365,3180,7,2005,2005,0,600,600,1200,2,2,1,4,0,2,2006,144152
1366,7500,7,2000,2000,533,281,814,1674,2,3,1,7,0,2,2010,216000
1367,9179,7,1999,1999,633,240,873,1790,2,3,1,7,0,2,2008,193000
1368,2665,5,1977,1977,548,36,757,1475,2,4,1,6,1,1,2006,127000
1369,4435,6,2003,2004,685,163,848,848,1,1,1,4,0,2,2009,144000
1370,10635,8,2003,2003,370,315,1657,1668,2,3,1,8,1,2,2010,232000
1371,5400,4,1920,1950,315,420,840,1374,1,2,1,6,0,1,2009,105000
1372,9600,6,1955,1996,831,161,992,1661,1,3,1,8,1,1,2008,165500
1373,9750,7,1998,1998,975,133,1108,2097,2,3,1,8,1,2,2006,274300
1374,11400,10,2001,2002,1282,1351,2633,2633,2,2,1,8,2,3,2007,466500
1375,10625,7,2005,2005,0,1026,1026,1958,2,3,1,9,1,3,2008,250000
1376,10991,8,2007,2007,0,1571,1571,1571,2,3,1,7,1,3,2007,239000
1377,6292,6,1930,1950,384,384,768,790,1,2,1,4,0,1,2008,91000
1378,10998,5,1941,1960,408,156,984,1604,2,3,1,6,0,2,2009,117000
1379,1953,6,1973,1973,309,174,483,987,1,2,1,5,0,1,2006,83000
1380,9735,5,2006,2007,0,384,384,1394,2,3,1,7,0,2,2008,167500
1381,8212,3,1914,1950,203,661,864,864,1,2,1,5,0,1,2010,58500
1382,12925,6,1970,1970,865,340,1205,2117,2,4,1,7,2,2,2008,237500
1383,7200,7,1920,1950,0,596,596,1762,1,4,1,8,0,2,2006,157000
1384,25339,5,1918,2007,0,816,816,1416,2,3,1,7,0,2,2007,112000
1385,9060,6,1939,1950,204,356,560,1258,1,2,1,6,0,1,2009,105000
1386,5436,4,1922,2007,735,61,796,1154,1,3,1,7,0,1,2010,125500
1387,16692,7,1978,1978,790,133,1392,2784,3,5,1,12,2,2,2006,250000
1388,8520,6,1916,1950,168,0,714,2526,2,5,1,10,1,1,2007,136000
1389,14892,9,2006,2007,1320,426,1746,1746,2,3,1,7,2,3,2009,377500
1390,6000,6,1941,1950,375,360,735,1218,1,3,1,6,1,2,2007,131000
1391,9100,7,2000,2000,1400,125,1525,1525,2,3,1,6,0,2,2006,235000
1392,8944,5,1967,1967,0,1584,1584,1584,2,4,2,8,0,3,2009,124000
1393,7838,5,1967,1967,769,95,864,900,1,3,1,6,1,1,2006,123000
1394,10800,6,1905,2000,0,482,482,1912,2,3,2,7,1,2,2008,163000
1395,4045,7,2006,2006,1070,286,1356,1500,2,2,1,6,1,3,2006,246578
1396,12665,8,2005,2006,0,1094,1094,2482,2,4,1,9,1,3,2007,281213
1397,57200,5,1948,1950,353,60,747,1687,1,3,1,7,2,2,2010,160000
1398,6120,5,1920,2004,0,939,939,1513,1,4,1,8,0,1,2007,137500
1399,7200,5,1950,1982,180,676,1208,1904,1,3,1,7,0,1,2009,138000
1400,6171,6,1925,1990,264,712,976,1608,2,3,1,7,1,1,2009,137450
1401,6000,6,1929,1950,0,862,862,1158,1,3,1,5,1,1,2008,120000
1402,7415,6,2004,2004,759,80,839,1593,2,3,1,8,1,2,2008,193000
1403,6762,7,2006,2006,0,1286,1286,1294,2,2,1,6,1,2,2006,193879
1404,15256,8,2007,2007,929,556,1485,1464,2,3,1,6,0,3,2007,282922
1405,10410,3,1915,1950,0,672,672,1214,1,3,1,6,0,3,2006,105000
1406,3842,8,2004,2005,1373,221,1594,1646,2,2,1,5,1,2,2008,275000
1407,8445,5,1972,2007,656,112,768,768,1,2,1,5,0,2,2009,133000
1408,8780,5,1985,1985,625,208,833,833,1,3,1,5,0,0,2009,112000
1409,7740,4,1910,1950,0,622,622,1363,1,3,1,6,0,2,2010,125500
1410,20544,7,1986,1991,0,791,791,2093,2,3,1,7,1,2,2008,215000
1411,12420,7,2001,2001,666,278,944,1840,2,3,1,6,0,2,2009,230000
1412,9600,6,1950,2005,120,736,856,1668,1,3,1,6,0,1,2009,140000
1413,7200,4,1949,1950,0,0,0,1040,2,2,2,6,0,2,2009,90000
1414,10994,8,2005,2006,976,868,1844,1844,2,2,1,7,1,2,2009,257000
1415,13053,6,1923,2000,0,833,833,1848,1,4,1,8,1,2,2008,207000
1416,3635,7,2007,2007,988,398,1386,1569,2,1,1,7,1,3,2009,175900
1417,11340,4,1885,1950,0,777,777,2290,2,4,2,11,0,2,2010,122500
1418,16545,8,1998,1998,781,503,1284,2450,2,3,1,7,1,3,2009,340000
1419,9204,5,1963,1963,25,247,1144,1144,1,3,1,6,0,1,2008,124000
1420,16381,6,1969,1969,1110,734,1844,1844,2,3,1,7,1,2,2006,223000
1421,11700,6,1968,1968,404,304,708,1416,2,3,1,7,1,2,2006,179900
1422,4043,6,1977,1977,360,709,1069,1069,2,2,1,4,1,2,2010,127500
1423,4435,6,2003,2003,686,162,848,848,1,1,1,3,0,2,2008,136500
1424,19690,6,1966,1966,0,697,697,2201,2,4,1,8,1,2,2006,274970
1425,9503,5,1958,1983,457,193,1024,1344,1,2,1,6,1,1,2007,144000
1426,10721,6,1959,1959,0,1252,1252,1252,1,3,1,7,0,2,2008,142000
1427,10944,7,1994,1994,1000,223,1223,2127,2,3,1,5,2,2,2008,271000
1428,10930,5,1945,1950,580,333,913,1558,1,3,1,6,1,1,2008,140000
1429,7200,5,1940,1992,510,278,788,804,1,2,1,4,2,1,2010,119000
1430,12546,6,1981,1981,678,762,1440,1440,2,3,1,7,1,2,2007,182900
1431,21930,5,2005,2005,0,732,732,1838,2,4,1,7,1,2,2006,192140
1432,4928,6,1976,1976,958,0,958,958,2,2,1,5,0,2,2009,143750
1433,10800,4,1927,2007,0,656,656,968,2,4,1,5,0,1,2007,64500
1434,10261,6,2000,2000,0,936,936,1792,2,3,1,8,1,2,2008,186500
1435,17400,5,1977,1977,936,190,1126,1126,2,3,1,5,1,2,2006,160000
1436,8400,6,1962,2005,0,1319,1319,1537,1,3,1,7,1,2,2008,174000
1437,9000,4,1971,1971,616,248,864,864,1,3,1,5,0,2,2007,120500
1438,12444,8,2008,2008,1336,596,1932,1932,2,2,1,7,1,3,2008,394617
1439,7407,6,1957,1996,600,312,912,1236,1,2,1,6,0,2,2010,149700
1440,11584,7,1979,1979,315,114,539,1725,2,3,1,6,1,2,2007,197000
1441,11526,6,1922,1994,0,588,588,2555,2,3,1,11,1,2,2008,191000
1442,4426,6,2004,2004,697,151,848,848,1,1,1,3,1,2,2008,149300
1443,11003,10,2008,2008,765,252,1017,2007,2,3,1,10,1,3,2009,310000
1444,8854,6,1916,1950,0,952,952,952,1,2,1,4,1,1,2009,121000
1445,8500,7,2004,2004,0,1422,1422,1422,2,3,1,7,0,2,2007,179600
1446,8400,6,1966,1966,187,0,814,913,1,3,1,6,0,1,2007,129000
1447,26142,5,1962,1962,593,595,1188,1188,1,3,1,6,0,1,2010,157900
1448,10000,8,1995,1996,1079,141,1220,2090,2,3,1,8,1,2,2007,240000
1449,11767,4,1910,2000,0,560,560,1346,1,2,1,6,0,1,2007,112000
1450,1533,5,1970,1970,553,77,630,630,1,1,1,3,0,0,2006,92000
1451,9000,5,1974,1974,0,896,896,1792,2,4,2,8,0,0,2009,136000
1452,9262,8,2008,2009,0,1573,1573,1578,2,3,1,7,1,3,2009,287090
1453,3675,5,2005,2005,547,0,547,1072,1,2,1,5,0,2,2006,145000
1454,17217,5,2006,2006,0,1140,1140,1140,1,3,1,6,0,0,2006,84500
1455,7500,7,2004,2005,410,811,1221,1221,2,2,1,6,0,2,2009,185000
1456,7917,6,1999,2000,0,953,953,1647,2,3,1,7,1,2,2007,175000
1457,13175,6,1978,1988,790,589,1542,2073,2,3,1,7,2,2,2010,210000
1458,9042,7,1941,2006,275,877,1152,2340,2,4,1,9,2,1,2010,266500
1459,9717,5,1950,1996,49,0,1078,1078,1,2,1,5,0,1,2010,142125
1460,9937,5,1965,1965,830,136,1256,1256,1,3,1,6,0,1,2008,147500
